TeamID,HomeWins,HomeLosses,AwayWins,AwayLosses,NeutralWins,NeutralLosses,TotalWins,TotalLosses,OpponentHomeWins,OpponentHomeLosses,OpponentAwayWins,OpponentAwayLosses,OpponentNeutralWins,OpponentNeutralLosses,OpponentTotalWins,OpponentTotalLosses,TeamName
131,7,2,6,14,1,3,14,19,175,107,94,240,36,48,305,395,Jackson_St
143,7,6,7,8,0,0,14,14,136,96,91,170,18,19,245,285,Lehigh
40,6,6,4,10,4,2,14,18,140,81,92,175,29,23,261,279,Campbell
30,7,5,7,8,0,0,14,13,155,85,101,171,16,27,272,283,Brown
166,6,3,7,9,1,1,14,13,148,69,77,160,35,30,260,259,MD_E_Shore
190,7,4,5,10,2,3,14,17,154,80,88,165,41,25,283,270,N_Dakota_St
34,10,6,3,10,1,2,14,18,210,99,85,157,48,41,343,297,Butler
302,2,9,7,8,5,1,14,18,175,121,98,195,34,35,307,351,Texas_St
298,9,4,4,8,1,2,14,14,122,86,66,194,18,22,206,302,Tennessee_St
27,8,4,6,11,0,2,14,17,158,110,107,195,20,22,285,327,Boston_Univ
56,8,7,4,8,2,3,14,18,222,89,104,153,47,47,373,289,Colorado_St
2,10,9,4,9,0,0,14,18,182,110,86,207,44,44,312,361,Air_Force
156,10,8,0,9,4,2,14,19,266,119,97,193,54,60,417,372,LSU
287,10,6,2,9,2,4,14,19,208,122,83,171,46,45,337,338,Stanford
228,6,9,7,7,1,1,14,17,174,121,85,178,49,45,308,344,Pacific
278,11,4,2,11,1,3,14,18,258,131,113,214,49,56,420,401,St_Bonaventure
9,7,7,6,7,0,2,13,16,177,102,110,172,40,38,327,312,Appalachian_St
215,7,8,4,7,2,3,13,18,181,87,90,163,45,44,316,294,Northern_Iowa
355,8,4,4,11,1,2,13,17,158,87,80,190,39,29,277,306,Winthrop
343,8,4,5,9,0,1,13,14,114,78,66,151,25,27,205,256,W_Illinois
73,8,5,5,13,0,1,13,19,157,85,89,168,23,37,269,290,Detroit
105,9,6,3,9,1,3,13,18,243,106,87,178,42,47,372,331,Georgia_Tech
299,8,5,4,11,1,1,13,17,143,80,91,180,27,25,261,285,Tennessee_Tech
345,6,4,7,9,0,0,13,13,113,96,77,171,11,27,201,294,Wagner
289,6,4,6,12,1,1,13,17,174,111,115,196,15,30,304,337,Stonehill
33,9,4,3,9,1,4,13,17,207,80,109,172,40,44,356,296,Buffalo
276,7,2,5,12,1,3,13,17,158,100,100,223,38,32,296,355,Southern_Univ
100,6,5,6,10,1,1,13,16,132,74,81,163,31,33,244,270,Gardner_Webb
71,7,5,4,11,2,1,13,17,117,104,77,190,25,35,219,329,Denver
285,7,6,4,11,2,1,13,18,119,104,83,156,31,27,233,287,St_Peter's
274,7,4,5,11,1,1,13,16,141,84,75,194,22,25,238,303,Southern_Indiana
160,5,10,4,9,4,1,13,20,120,101,100,169,26,18,246,288,Marist
294,8,2,2,12,3,2,13,16,174,87,114,153,44,39,332,279,Tarleton_St
200,9,4,4,11,0,0,13,15,141,90,87,167,11,21,239,278,New_Hampshire
279,8,5,4,11,0,0,12,16,117,92,78,165,12,20,207,277,St_Francis_NY
205,7,2,4,11,1,2,12,15,125,93,76,139,35,29,236,261,Nicholls_St
219,7,6,5,10,0,3,12,19,171,89,100,169,23,41,294,299,Oakland
168,5,7,4,10,3,2,12,19,146,99,99,170,28,35,273,304,Mercer
234,8,7,2,10,2,2,12,19,195,108,101,158,47,44,343,310,Portland
21,5,6,6,12,1,0,12,18,197,90,107,206,33,33,337,329,Bellarmine
88,6,6,4,10,2,2,12,18,135,95,104,157,36,29,275,281,Fairfield
211,9,2,3,14,0,1,12,17,188,89,114,192,31,23,333,304,North_Florida
113,8,5,2,11,2,1,12,17,133,89,88,176,36,24,257,289,High_Point
189,6,6,3,12,3,1,12,19,155,97,99,170,31,41,285,308,N_Colorado
186,4,9,7,10,1,1,12,20,143,106,101,175,35,30,279,311,Mt_St_Mary's
175,7,10,2,9,3,2,12,21,281,107,118,180,66,54,465,341,Mississippi
310,5,6,3,13,4,1,12,20,168,86,112,208,36,38,316,332,TX_Southern
191,4,6,7,10,1,2,12,18,172,105,99,188,35,40,306,333,N_Illinois
93,9,7,3,10,0,1,12,18,156,85,90,157,36,28,282,270,Florida_Intl
111,4,7,7,6,1,1,12,14,149,79,94,158,31,24,274,261,Harvard
83,4,5,7,12,1,3,12,20,152,120,86,210,31,31,269,361,East_Texas_A&M
5,6,8,5,8,1,2,12,18,147,76,90,231,35,32,272,339,Alabama_A&M
65,7,4,5,10,0,4,12,18,139,87,106,151,32,39,277,277,CS_Sacramento
332,9,7,3,10,0,1,12,18,152,73,89,140,39,27,280,240,UTEP
151,7,6,4,11,1,1,12,18,152,80,87,134,31,34,270,248,Louisiana_Tech
141,5,7,5,16,1,0,11,23,181,106,117,187,24,29,322,322,Lafayette
354,9,5,1,14,1,1,11,20,194,100,119,194,42,43,355,337,William_&_Mary
